css_service_id,css_customer_id,standard_product_code,css_product_code,css_product_name,product_family,service_status,activation_date
SAS00221,CSSC00821,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-20
SAS00222,CSSC00659,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-08-26
SAS00223,CSSC00071,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-09-11
SAS00224,CSSC00649,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-07-25
SAS00225,CSSC00533,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-10-01
SAS00226,CSSC00707,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-07-08
SAS00227,CSSC00737,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-11-03
SAS00228,CSSC00867,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-12-10
SAS00229,CSSC00973,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-12-21
SAS00230,CSSC00109,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-05-09
SAS00231,CSSC00900,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-09-16
CSSS00232,CSSC00757,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-05-16
SAS00233,CSSC00209,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-02-19
SAS00234,CSSC00414,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-07-22
SAS00235,CSSC00359,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-01-13
SAS00236,CSSC00139,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2023-03-08
SAS00237,CSSC00524,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2025-07-17
SAS00238,CSSC00247,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-08
SAS00239,CSSC00661,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-16
SAS00240,CSSC00746,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-17
SAS00241,CSSC00334,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-03-14
CSSS00242,CSSC00979,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-10-31
SAS00243,CSSC00656,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-10-22
SAS00244,CSSC00669,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-02-21
SAS00245,CSSC00274,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-08-06
SAS00246,CSSC00225,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-05-21
SAS00247,CSSC00268,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-10-17
SAS00248,CSSC00185,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-06-17
CSSS00249,CSSC00451,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-05-19
SAS00250,CSSC00778,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-08-19
SAS00251,CSSC00838,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-28
SAS00252,CSSC00832,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2023-10-03
SAS00253,CSSC00810,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-01-21
SAS00254,CSSC00272,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-08-11
SAS00255,CSSC00583,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-02-01
SAS00256,CSSC00243,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-05-05
SAS00257,CSSC00810,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-02-18
SAS00258,CSSC00242,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-10-18
SAS00259,CSSC00856,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2023-07-11
SAS00260,CSSC00592,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2024-12-14
SAS00261,CSSC00204,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-11-13
SAS00262,CSSC00202,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-08-20
CSSS00263,CSSC00512,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2023-10-25
SAS00264,CSSC00750,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-08-30
SAS00265,CSSC00984,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-10-13
SAS00266,CSSC00764,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-02-22
CSSS00267,CSSC00186,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-03-07
SAS00268,CSSC00678,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-15
SAS00269,CSSC00638,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-24
SAS00270,CSSC00346,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-02
SAS00271,CSSC00831,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-11-03
CSSS00272,CSSC00103,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-03-19
SAS00273,CSSC00346,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-10-30
SAS00274,CSSC00294,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-01
SAS00275,CSSC00991,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-16
SAS00276,CSSC00002,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-12-08
SAS00277,CSSC00509,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-13
SAS00278,CSSC00283,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2024-10-30
SAS00279,CSSC00781,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-02-25
SAS00280,CSSC00761,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-09-13
SAS00281,CSSC00371,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-10-10
CSSS00282,CSSC00635,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-06-24
SAS00283,CSSC00023,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-07-30
SAS00284,CSSC00110,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-11-21
CSSS00285,CSSC00658,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-07
SAS00286,CSSC00018,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2025-04-10
SAS00287,CSSC00787,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-09-23
SAS00288,CSSC00605,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2025-01-31
SAS00289,CSSC00969,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-08-06
SAS00290,CSSC00473,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-02
CSSS00291,CSSC00527,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-04-24
SAS00292,CSSC00409,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2025-09-28
CSSS00293,CSSC00558,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-01-20
SAS00294,CSSC00032,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-12-02
SAS00295,CSSC00201,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-07-28
SAS00296,CSSC00235,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-08-12
SAS00297,CSSC00283,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-03-31
CSSS00298,CSSC00026,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-12-15
SAS00299,CSSC00364,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-06-03
CSSS00300,CSSC00575,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-15
SAS00301,CSSC00830,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-06-04
SAS00302,CSSC00448,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-12
SAS00303,CSSC00717,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-04-28
CSSS00304,CSSC00436,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2023-02-21
SAS00305,CSSC00052,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-08-15
SAS00306,CSSC00021,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-28
SAS00307,CSSC00070,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-07-06
SAS00308,CSSC00684,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-12-19
CSSS00309,CSSC00514,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-10-14
SAS00310,CSSC00621,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-03
SAS00311,CSSC00605,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-04-29
CSSS00312,CSSC00300,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-07-23
CSSS00313,CSSC00976,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-06-29
SAS00314,CSSC00781,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-21
SAS00315,CSSC00597,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-07-02
SAS00316,CSSC00843,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-01
CSSS00317,CSSC00143,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-21
SAS00318,CSSC00865,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-04-23
CSSS00319,CSSC00676,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-06-15
SAS00320,CSSC00959,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2023-06-21
SAS00321,CSSC00769,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-10-30
SAS00322,CSSC00460,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-06-21
SAS00323,CSSC00749,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-08-16
SAS00324,CSSC00835,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-03-28
SAS00325,CSSC00142,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-12-30
SAS00326,CSSC00239,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-11-04
SAS00327,CSSC00553,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2024-06-15
SAS00328,CSSC00328,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-01-04
SAS00329,CSSC00088,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-06-22
SAS00330,CSSC00512,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-12-05
SAS00331,CSSC00926,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-03-14
SAS00332,CSSC00953,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-04-13
SAS00333,CSSC00235,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-07-01
SAS00334,CSSC00364,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-05-23
SAS00335,CSSC00916,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-04-04
SAS00336,CSSC00110,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-03-26
SAS00337,CSSC00907,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-02
SAS00338,CSSC00560,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-05-29
SAS00339,CSSC00320,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-11-10
SAS00340,CSSC00146,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,2024-05-12
SAS00341,CSSC00556,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-30
SAS00342,CSSC00714,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-06-11
SAS00343,CSSC00492,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2025-12-15
CSSS00344,CSSC00436,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2023-07-02
CSSS00345,CSSC00850,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2024-05-23
SAS00346,CSSC00615,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-23
SAS00347,CSSC00219,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-01-01
SAS00348,CSSC00045,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-11-12
SAS00349,CSSC00850,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-01-07
SAS00350,CSSC00310,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-07-19
SAS00351,CSSC00894,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-02-27
CSSS00352,CSSC00866,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-09-18
SAS00353,CSSC00067,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-06-13
SAS00354,CSSC00560,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-01-06
CSSS00355,CSSC00565,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-06-25
SAS00356,CSSC00108,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-01-14
SAS00357,CSSC00970,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-05-24
SAS00358,CSSC00714,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-11-03
SAS00359,CSSC00914,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-06-18
CSSS00360,CSSC00051,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-05
SAS00361,CSSC00490,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-02-20
CSSS00362,CSSC00117,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-05-07
SAS00363,CSSC00771,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2024-02-29
SAS00364,CSSC01000,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-11-20
CSSS00365,CSSC00614,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-04-11
SAS00366,CSSC00587,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-22
SAS00367,CSSC00049,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-02-07
SAS00368,CSSC00925,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-06-09
SAS00369,CSSC00335,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-01-30
SAS00370,CSSC00323,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-06-26
SAS00371,CSSC00585,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2024-10-15
SAS00372,CSSC00519,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-09-25
SAS00373,CSSC00265,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,2023-09-25
SAS00374,CSSC00429,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-08-11
SAS00375,CSSC00623,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-01-19
SAS00376,CSSC00165,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-11-08
SAS00377,CSSC00818,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2025-09-06
CSSS00378,CSSC00411,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-05-18
SAS00379,CSSC00182,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2023-07-09
SAS00380,CSSC00516,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-11-24
SAS00381,CSSC00007,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2023-01-31
SAS00382,CSSC00406,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-09-19
SAS00383,CSSC00592,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-06-28
SAS00384,CSSC00954,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-04-16
SAS00385,CSSC00654,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-08-16
SAS00386,CSSC00542,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-09-07
SAS00387,CSSC00714,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-12-26
SAS00388,CSSC00998,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-06-26
CSSS00389,CSSC00131,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-04-21
SAS00390,CSSC00371,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Pending,2024-07-03
SAS00391,CSSC00440,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-08-07
SAS00392,CSSC00150,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-06-07
SAS00393,CSSC00158,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2024-08-07
SAS00394,CSSC00755,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-06-23
SAS00395,CSSC00408,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-08-24
SAS00396,CSSC00171,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-02-16
SAS00397,CSSC00920,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-05-05
SAS00398,CSSC00803,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2023-03-27
CSSS00399,CSSC00200,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-04-15
CSSS00400,CSSC00850,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-14
CSSS00401,CSSC00313,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2023-08-01
SAS00402,CSSC00406,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-11-19
SAS00403,CSSC00354,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-06-04
SAS00404,CSSC00268,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-12-24
SAS00405,CSSC00371,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-03-21
CSSS00406,CSSC00110,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-10-18
SAS00407,CSSC00151,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Pending,2025-11-15
SAS00408,CSSC00753,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-05-21
SAS00409,CSSC00796,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,2023-05-05
SAS00410,CSSC00493,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-09-08
CSSS00411,CSSC00698,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-03-16
SAS00412,CSSC00613,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Pending,2024-06-01
SAS00413,CSSC00209,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-07-09
SAS00414,CSSC00582,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-08-19
CSSS00415,CSSC00512,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2023-11-18
SAS00416,CSSC00177,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-04-12
SAS00417,CSSC00218,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-08-28
CSSS00418,CSSC00911,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-12-05
CSSS00419,CSSC00118,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-09-11
CSSS00420,CSSC00561,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-02-02
SAS00421,CSSC00064,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-08-15
SAS00422,CSSC00657,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2023-04-08
SAS00423,CSSC00802,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,2023-10-11
SAS00424,CSSC00888,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2023-07-20
SAS00425,CSSC00792,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-04-07
SAS00426,CSSC00837,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,2025-02-15
SAS00427,CSSC00021,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-06-05
SAS00428,CSSC00433,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-03-15
SAS00429,CSSC00089,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-04-05
SAS00430,CSSC00458,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-07-04
SAS00431,CSSC00536,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2024-02-03
SAS00432,CSSC00302,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2025-04-09
CSSS00433,CSSC00804,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-06-06
SAS00434,CSSC00651,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-09-20
SAS00435,CSSC00032,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-01-05
SAS00436,CSSC00584,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,2024-04-29
SAS00437,CSSC00136,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,2025-01-04
SAS00438,CSSC00535,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,2024-01-18
SAS00439,CSSC00081,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2025-01-24
SAS00440,CSSC00803,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,2024-10-05
