css_bill_id,css_customer_id,css_service_id,standard_product_code,css_product_code,css_product_name,product_family,billing_status,monthly_charge
CSSB00206,CSSC00110,SAS00206,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,128.4
CSSB00207,CSSC00867,SAS00207,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,91.62
CSSB00208,CSSC00017,SAS00208,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,167.25
CSSB00209,CSSC00112,SAS00209,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,100.1
CSSB00210,CSSC00468,SAS00210,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,139.5
CSSB00211,CSSC00575,CSSS00211,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,19.56
CSSB00212,CSSC00370,CSSS00212,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,195.94
CSSB00213,CSSC00412,SAS00213,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,229.79
CSSB00214,CSSC00795,SAS00214,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,153.39
CSSB00215,CSSC00426,SAS00215,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,218.12
CSSB00216,CSSC00142,SAS00216,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,225.22
CSSB00217,CSSC00287,SAS00217,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,202.81
CSSB00218,CSSC00325,SAS00218,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,47.9
CSSB00219,CSSC00981,SAS00219,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,117.32
CSSB00220,CSSC00341,CSSS00220,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,27.95
CSSB00221,CSSC00821,SAS00221,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,72.85
CSSB00222,CSSC00659,SAS00222,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,219.49
CSSB00223,CSSC00071,SAS00223,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,65.35
CSSB00224,CSSC00649,SAS00224,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,83.97
CSSB00225,CSSC00533,SAS00225,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,241.44
CSSB00226,CSSC00707,SAS00226,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,201.01
CSSB00227,CSSC00737,SAS00227,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,48.1
CSSB00228,CSSC00867,SAS00228,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,84.8
CSSB00229,CSSC00973,SAS00229,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,205.39
CSSB00230,CSSC00109,SAS00230,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,158.73
CSSB00231,CSSC00900,SAS00231,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,31.68
CSSB00232,CSSC00757,CSSS00232,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,131.57
CSSB00233,CSSC00209,SAS00233,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,195.93
CSSB00234,CSSC00414,SAS00234,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,59.91
CSSB00235,CSSC00359,SAS00235,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,79.63
CSSB00236,CSSC00139,SAS00236,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,161.52
CSSB00237,CSSC00524,SAS00237,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,170.58
CSSB00238,CSSC00247,SAS00238,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,240.8
CSSB00239,CSSC00661,SAS00239,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,200.63
CSSB00240,CSSC00746,SAS00240,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,232.85
CSSB00241,CSSC00334,SAS00241,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,222.52
CSSB00242,CSSC00979,CSSS00242,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,153.76
CSSB00243,CSSC00656,SAS00243,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,56.64
CSSB00244,CSSC00669,SAS00244,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,236.01
CSSB00245,CSSC00274,SAS00245,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,222.74
CSSB00246,CSSC00225,SAS00246,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,150.48
CSSB00247,CSSC00268,SAS00247,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,186.21
CSSB00248,CSSC00185,SAS00248,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,150.48
CSSB00249,CSSC00451,CSSS00249,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,156.25
CSSB00250,CSSC00778,SAS00250,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,182.24
CSSB00251,CSSC00838,SAS00251,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,52.62
CSSB00252,CSSC00832,SAS00252,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,110.13
CSSB00253,CSSC00810,SAS00253,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,222.94
CSSB00254,CSSC00272,SAS00254,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,135.37
CSSB00255,CSSC00583,SAS00255,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,100.91
CSSB00256,CSSC00243,SAS00256,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,232.03
CSSB00257,CSSC00810,SAS00257,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,244.89
CSSB00258,CSSC00242,SAS00258,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,33.41
CSSB00259,CSSC00856,SAS00259,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,52.62
CSSB00260,CSSC00592,SAS00260,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,39.45
CSSB00261,CSSC00204,SAS00261,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,160.0
CSSB00262,CSSC00202,SAS00262,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,177.33
CSSB00263,CSSC00512,CSSS00263,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,164.92
CSSB00264,CSSC00750,SAS00264,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,232.37
CSSB00265,CSSC00984,SAS00265,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,158.55
CSSB00266,CSSC00764,SAS00266,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,48.04
CSSB00267,CSSC00186,CSSS00267,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,185.74
CSSB00268,CSSC00678,SAS00268,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,63.92
CSSB00269,CSSC00638,SAS00269,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,118.1
CSSB00270,CSSC00346,SAS00270,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,221.43
CSSB00271,CSSC00831,SAS00271,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,83.43
CSSB00272,CSSC00103,CSSS00272,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,50.62
CSSB00273,CSSC00346,SAS00273,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,52.83
CSSB00274,CSSC00294,SAS00274,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,103.08
CSSB00275,CSSC00991,SAS00275,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,188.75
CSSB00276,CSSC00002,SAS00276,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,179.14
CSSB00277,CSSC00509,SAS00277,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,45.53
CSSB00278,CSSC00283,SAS00278,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,107.87
CSSB00279,CSSC00781,SAS00279,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,35.39
CSSB00280,CSSC00761,SAS00280,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,116.01
CSSB00281,CSSC00371,SAS00281,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,56.59
CSSB00282,CSSC00635,CSSS00282,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,217.98
CSSB00283,CSSC00023,SAS00283,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,237.28
CSSB00284,CSSC00110,SAS00284,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,176.79
CSSB00285,CSSC00658,CSSS00285,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,31.61
CSSB00286,CSSC00018,SAS00286,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,148.95
CSSB00287,CSSC00787,SAS00287,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,104.05
CSSB00288,CSSC00605,SAS00288,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,213.69
CSSB00289,CSSC00969,SAS00289,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,205.94
CSSB00290,CSSC00473,SAS00290,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,202.96
CSSB00291,CSSC00527,CSSS00291,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,41.29
CSSB00292,CSSC00409,SAS00292,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,137.78
CSSB00293,CSSC00558,CSSS00293,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,52.37
CSSB00294,CSSC00032,SAS00294,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,125.52
CSSB00295,CSSC00201,SAS00295,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,125.17
CSSB00296,CSSC00235,SAS00296,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,141.12
CSSB00297,CSSC00283,SAS00297,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,181.34
CSSB00298,CSSC00026,CSSS00298,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,140.52
CSSB00299,CSSC00364,SAS00299,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,65.46
CSSB00300,CSSC00575,CSSS00300,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,54.33
CSSB00301,CSSC00830,SAS00301,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,224.4
CSSB00302,CSSC00448,SAS00302,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,210.72
CSSB00303,CSSC00717,SAS00303,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,111.49
CSSB00304,CSSC00436,CSSS00304,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,202.46
CSSB00305,CSSC00052,SAS00305,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,76.54
CSSB00306,CSSC00021,SAS00306,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,236.42
CSSB00307,CSSC00070,SAS00307,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,91.09
CSSB00308,CSSC00684,SAS00308,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,159.65
CSSB00309,CSSC00514,CSSS00309,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,109.64
CSSB00310,CSSC00621,SAS00310,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,64.09
CSSB00311,CSSC00605,SAS00311,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,147.12
CSSB00312,CSSC00300,CSSS00312,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,130.51
CSSB00313,CSSC00976,CSSS00313,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,210.77
CSSB00314,CSSC00781,SAS00314,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,156.07
CSSB00315,CSSC00597,SAS00315,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,33.54
CSSB00316,CSSC00843,SAS00316,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,239.74
CSSB00317,CSSC00143,CSSS00317,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,227.75
CSSB00318,CSSC00865,SAS00318,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,171.3
CSSB00319,CSSC00676,CSSS00319,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,233.97
CSSB00320,CSSC00959,SAS00320,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,176.77
CSSB00321,CSSC00769,SAS00321,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,198.97
CSSB00322,CSSC00460,SAS00322,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,241.3
CSSB00323,CSSC00749,SAS00323,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,135.91
CSSB00324,CSSC00835,SAS00324,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,88.55
CSSB00325,CSSC00142,SAS00325,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,189.09
CSSB00326,CSSC00239,SAS00326,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,234.34
CSSB00327,CSSC00553,SAS00327,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,115.16
CSSB00328,CSSC00328,SAS00328,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,106.22
CSSB00329,CSSC00088,SAS00329,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,136.53
CSSB00330,CSSC00512,SAS00330,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,116.25
CSSB00331,CSSC00926,SAS00331,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,249.78
CSSB00332,CSSC00953,SAS00332,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,154.61
CSSB00333,CSSC00235,SAS00333,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,116.26
CSSB00334,CSSC00364,SAS00334,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,83.92
CSSB00335,CSSC00916,SAS00335,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,105.55
CSSB00336,CSSC00110,SAS00336,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,166.48
CSSB00337,CSSC00907,SAS00337,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,105.3
CSSB00338,CSSC00560,SAS00338,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,123.11
CSSB00339,CSSC00320,SAS00339,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,41.71
CSSB00340,CSSC00146,SAS00340,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,112.34
CSSB00341,CSSC00556,SAS00341,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,110.83
CSSB00342,CSSC00714,SAS00342,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,77.98
CSSB00343,CSSC00492,SAS00343,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,151.57
CSSB00344,CSSC00436,CSSS00344,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,67.75
CSSB00345,CSSC00850,CSSS00345,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,193.27
CSSB00346,CSSC00615,SAS00346,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Inactive,43.05
CSSB00347,CSSC00219,SAS00347,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,245.59
CSSB00348,CSSC00045,SAS00348,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,95.13
CSSB00349,CSSC00850,SAS00349,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,82.59
CSSB00350,CSSC00310,SAS00350,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,168.87
CSSB00351,CSSC00894,SAS00351,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,114.6
CSSB00352,CSSC00866,CSSS00352,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,234.08
CSSB00353,CSSC00067,SAS00353,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,150.99
CSSB00354,CSSC00560,SAS00354,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,125.12
CSSB00355,CSSC00565,CSSS00355,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,137.94
CSSB00356,CSSC00108,SAS00356,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,163.37
CSSB00357,CSSC00970,SAS00357,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,152.97
CSSB00358,CSSC00714,SAS00358,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,90.47
CSSB00359,CSSC00914,SAS00359,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,204.43
CSSB00360,CSSC00051,CSSS00360,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,177.49
CSSB00361,CSSC00490,SAS00361,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Suspended,28.32
CSSB00362,CSSC00117,CSSS00362,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,156.27
CSSB00363,CSSC00771,SAS00363,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,75.66
CSSB00364,CSSC01000,SAS00364,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,94.02
CSSB00365,CSSC00614,CSSS00365,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,170.21
CSSB00366,CSSC00587,SAS00366,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,76.05
CSSB00367,CSSC00049,SAS00367,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,81.56
CSSB00368,CSSC00925,SAS00368,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,113.23
CSSB00369,CSSC00335,SAS00369,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Inactive,234.08
CSSB00370,CSSC00323,SAS00370,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,225.05
CSSB00371,CSSC00585,SAS00371,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,62.61
CSSB00372,CSSC00519,SAS00372,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,199.48
CSSB00373,CSSC00265,SAS00373,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Suspended,60.76
CSSB00374,CSSC00429,SAS00374,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,95.49
CSSB00375,CSSC00623,SAS00375,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,174.66
CSSB00376,CSSC00165,SAS00376,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,241.48
CSSB00377,CSSC00818,SAS00377,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,127.96
CSSB00378,CSSC00411,CSSS00378,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,42.05
CSSB00379,CSSC00182,SAS00379,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,243.6
CSSB00380,CSSC00516,SAS00380,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,248.46
CSSB00381,CSSC00007,SAS00381,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,154.6
CSSB00382,CSSC00406,SAS00382,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,36.36
CSSB00383,CSSC00592,SAS00383,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,226.17
CSSB00384,CSSC00954,SAS00384,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,215.84
CSSB00385,CSSC00654,SAS00385,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Ceased,30.41
CSSB00386,CSSC00542,SAS00386,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,117.78
CSSB00387,CSSC00714,SAS00387,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,146.55
CSSB00388,CSSC00998,SAS00388,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,58.56
CSSB00389,CSSC00131,CSSS00389,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,221.85
CSSB00390,CSSC00371,SAS00390,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,174.79
CSSB00391,CSSC00440,SAS00391,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,96.54
CSSB00392,CSSC00150,SAS00392,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,237.12
CSSB00393,CSSC00158,SAS00393,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,160.63
CSSB00394,CSSC00755,SAS00394,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,227.07
CSSB00395,CSSC00408,SAS00395,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,175.42
CSSB00396,CSSC00171,SAS00396,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,208.16
CSSB00397,CSSC00920,SAS00397,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,33.61
CSSB00398,CSSC00803,SAS00398,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,183.82
CSSB00399,CSSC00200,CSSS00399,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,144.51
CSSB00400,CSSC00850,CSSS00400,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,71.25
CSSB00401,CSSC00313,CSSS00401,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,183.92
CSSB00402,CSSC00406,SAS00402,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Suspended,213.47
CSSB00403,CSSC00354,SAS00403,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Ceased,239.68
CSSB00404,CSSC00268,SAS00404,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,142.14
CSSB00405,CSSC00371,SAS00405,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,199.95
CSSB00406,CSSC00110,CSSS00406,STD_BB_FTTC,CSS_BB_FTTC,CSS Broadband FTTC,Broadband,Active,156.22
CSSB00407,CSSC00151,SAS00407,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,220.8
CSSB00408,CSSC00753,SAS00408,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Ceased,140.42
CSSB00409,CSSC00796,SAS00409,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Active,246.59
CSSB00410,CSSC00493,SAS00410,STD_BB_FTTP,CSS_BB_FTTP,CSS Broadband FTTP,Broadband,Active,212.82
CSSB00411,CSSC00698,CSSS00411,STD_PSTN_LINE,CSS_PSTN_LINE,CSS PSTN Line,Voice,Inactive,217.95
