asset_id,account_id,standard_product_code,product_code,product_name,product_family,service_status,install_date
SAS00237,SA00463,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-09-03
SAS00238,SA00827,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-03-24
SAS00239,SA00152,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-12-29
SAS00240,SA00051,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-12-23
SAS00241,SA00876,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-05-26
SAS00242,SA00105,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-07
SAS00243,SA00203,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-22
SAS00244,SA00940,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-13
SAS00245,SA00829,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-11-10
SAS00246,SA00965,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-06-06
SAS00247,SA00031,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-12-20
SAS00248,SA00931,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-07-02
SAS00249,SA00629,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-08-27
SAS00250,SA00904,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-06-29
SAS00251,SA00141,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-12-12
SAS00252,SA00814,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Pending,2025-01-05
SAS00253,SA00801,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-10-25
SAS00254,SA00277,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-03-24
SAS00255,SA00060,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-04-21
SAS00256,SA00254,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-12-28
SAS00257,SA00590,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-12-22
SAS00258,SA00607,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-01-04
SAS00259,SA00721,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-10-19
SAS00260,SA00857,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-12-26
SAS00261,SA00093,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-03-24
SAS00262,SA00490,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-02-17
SAS00263,SA00735,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Ceased,2024-10-24
SAS00264,SA00152,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-10-18
SAS00265,SA00882,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-02-04
SAS00266,SA00345,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-11-19
SAS00267,SA00665,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-12-31
SAS00268,SA00388,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-08-26
SAS00269,SA00747,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Ceased,2025-03-12
SAS00270,SA00187,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-28
SAS00271,SA00960,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-09
SAS00272,SA00328,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-01
SAS00273,SA00012,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-19
SAS00274,SA00806,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-04-09
SAS00275,SA00751,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-04-27
SAS00276,SA00360,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-09-08
SAS00277,SA00167,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-10
SAS00278,SA00327,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2023-06-01
SAS00279,SA00910,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-03
SAS00280,SA00347,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Pending,2025-09-15
SAS00281,SA00966,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-06-08
SAS00282,SA00104,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-01-25
SAS00283,SA00740,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-07-30
SAS00284,SA00099,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-10-02
SAS00285,SA00370,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-08-26
SAS00286,SA00205,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-12-16
SAS00287,SA00485,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-03-25
SAS00288,SA00917,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-03-04
SAS00289,SA00907,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-07-01
SAS00290,SA00451,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-07-04
SAS00291,SA00155,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-06-25
SAS00292,SA00424,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-05-05
SAS00293,SA00429,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-08-30
SAS00294,SA00488,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-13
SAS00295,SA00820,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-10-29
SAS00296,SA00178,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Pending,2024-01-30
SAS00297,SA00434,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Pending,2025-06-10
SAS00298,SA00855,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-05-18
SAS00299,SA00570,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-07-19
SAS00300,SA00940,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-12-06
SAS00301,SA00425,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-25
SAS00302,SA00805,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2024-12-05
SAS00303,SA00393,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-08-26
SAS00304,SA00283,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-04-02
SAS00305,SA00911,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-04-11
SAS00306,SA00919,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-09-12
SAS00307,SA00864,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2023-07-21
SAS00308,SA00308,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-10-19
SAS00309,SA00620,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-06-23
SAS00310,SA00759,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-02-04
SAS00311,SA00811,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-11-03
SAS00312,SA00800,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2023-03-01
SAS00313,SA00897,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2024-05-25
SAS00314,SA00052,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-07-15
SAS00315,SA00518,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-09-11
SAS00316,SA00382,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-12-30
SAS00317,SA00359,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-06-13
SAS00318,SA00029,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-03-14
SAS00319,SA00694,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-04-18
SAS00320,SA00886,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-09-28
SAS00321,SA00230,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-09-17
SAS00322,SA00917,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2025-07-29
SAS00323,SA00478,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-03-24
SAS00324,SA00008,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Pending,2025-02-05
SAS00325,SA00306,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-05-11
SAS00326,SA00656,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2024-06-18
SAS00327,SA00154,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-04-27
SAS00328,SA00677,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-02-22
SAS00329,SA00266,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-14
SAS00330,SA00352,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-12-30
SAS00331,SA00520,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2024-01-06
SAS00332,SA00483,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-01-10
SAS00333,SA00228,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-09-20
SAS00334,SA00381,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-08-07
SAS00335,SA00055,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-05-26
SAS00336,SA00513,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2025-02-20
SAS00337,SA00424,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2023-11-05
SAS00338,SA00351,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-07-26
SAS00339,SA00884,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-06-15
SAS00340,SA00647,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-04-29
SAS00341,SA00281,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-12-12
SAS00342,SA00502,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-06-07
SAS00343,SA00440,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-19
SAS00344,SA00749,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2024-10-21
SAS00345,SA00019,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-05-24
SAS00346,SA00320,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-10-27
SAS00347,SA00172,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2024-09-02
SAS00348,SA00746,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-11-22
SAS00349,SA00351,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-01-21
SAS00350,SA00020,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-09-26
SAS00351,SA00604,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-01-20
SAS00352,SA00898,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-12-31
SAS00353,SA00609,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-02-10
SAS00354,SA00427,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-06-01
SAS00355,SA00211,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-01-20
SAS00356,SA00678,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-07-06
SAS00357,SA00429,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-08-30
SAS00358,SA00804,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-02-14
SAS00359,SA00997,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-04-19
SAS00360,SA00041,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-01
SAS00361,SA00241,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-07-02
SAS00362,SA00153,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-06-03
SAS00363,SA00660,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-08-29
SAS00364,SA00052,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-03-22
SAS00365,SA00821,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-08-26
SAS00366,SA00010,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-12-16
SAS00367,SA00916,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2024-07-03
SAS00368,SA00835,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-03-31
SAS00369,SA00279,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-09-06
SAS00370,SA00116,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-01
SAS00371,SA00427,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-06-16
SAS00372,SA00798,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-09-25
SAS00373,SA00116,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-05-10
SAS00374,SA00013,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2025-12-10
SAS00375,SA00979,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2025-11-29
SAS00376,SA00444,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-09-13
SAS00377,SA00153,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2023-04-22
SAS00378,SA00518,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2023-12-05
SAS00379,SA00329,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-07-23
SAS00380,SA00229,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-04-05
SAS00381,SA00471,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-07-06
SAS00382,SA00458,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-10-15
SAS00383,SA00414,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-01-01
SAS00384,SA00912,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-07-23
SAS00385,SA00846,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-07-19
SAS00386,SA00786,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-01-14
SAS00387,SA00100,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-11-30
SAS00388,SA00561,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-08-06
SAS00389,SA00505,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2025-04-18
SAS00390,SA00626,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-03-15
SAS00391,SA00845,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-08-09
SAS00392,SA00949,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2023-09-10
SAS00393,SA00675,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Ceased,2023-10-03
SAS00394,SA00544,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-06-05
SAS00395,SA00947,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-12-29
SAS00396,SA00749,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-10-21
SAS00397,SA00429,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Ceased,2024-05-23
SAS00398,SA00987,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Pending,2025-07-16
SAS00399,SA00423,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-11-15
SAS00400,SA00882,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-03-21
SAS00401,SA00640,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-12-08
SAS00402,SA00516,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-10-22
SAS00403,SA00576,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-05-04
SAS00404,SA00899,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-12-06
SAS00405,SA00391,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-04-26
SAS00406,SA00769,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Pending,2024-05-28
SAS00407,SA00708,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-08
SAS00408,SA00105,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2024-04-04
SAS00409,SA00244,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-08-12
SAS00410,SA00397,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2024-10-02
SAS00411,SA00014,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-06-26
SAS00412,SA00774,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-02-07
SAS00413,SA00460,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Pending,2023-06-02
SAS00414,SA00753,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-03-25
SAS00415,SA00570,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-06-06
SAS00416,SA00478,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Ceased,2023-03-23
SAS00417,SA00612,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-09-08
SAS00418,SA00367,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-10-12
SAS00419,SA00980,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-10-31
SAS00420,SA00557,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-12-16
SAS00421,SA00680,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-08-24
SAS00422,SA00487,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2023-01-19
SAS00423,SA00457,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Ceased,2024-05-14
SAS00424,SA00391,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-08-02
SAS00425,SA00842,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-11-07
SAS00426,SA00045,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Inactive,2024-01-30
SAS00427,SA00085,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-12-28
SAS00428,SA00216,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-03-12
SAS00429,SA00211,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Inactive,2025-06-10
SAS00430,SA00025,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-19
SAS00431,SA00056,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-05-25
SAS00432,SA00933,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-07-12
SAS00433,SA00324,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-08-31
SAS00434,SA00657,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-04-04
SAS00435,SA00951,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-09-09
SAS00436,SA00289,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-03-05
SAS00437,SA00547,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-03-11
SAS00438,SA00984,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-02-03
SAS00439,SA00896,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-03-27
SAS00440,SA00551,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Ceased,2024-09-16
SAS00441,SA00217,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2025-11-15
SAS00442,SA00189,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-06-01
SAS00443,SA00186,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-04-22
SAS00444,SA00661,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2023-05-18
SAS00445,SA00203,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-11-08
SAS00446,SA00688,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-08-06
SAS00447,SA00922,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-07-11
SAS00448,SA00711,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-01-16
SAS00449,SA00173,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-03-29
SAS00450,SA00861,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-11-10
SAS00451,SA00457,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-09-24
SAS00452,SA00180,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-07-28
SAS00453,SA00202,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2023-06-06
SAS00454,SA00870,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-04-09
SAS00455,SA00929,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-08-24
SAS00456,SA00402,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2024-08-18
SAS00457,SA00514,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2025-01-15
SAS00458,SA00679,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Inactive,2023-12-06
SAS00459,SA00457,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-10-27
SAS00460,SA00042,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-04-19
SAS00461,SA00379,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-02-28
SAS00462,SA00398,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Ceased,2023-04-06
SAS00463,SA00106,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Pending,2024-07-14
SAS00464,SA00584,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-02-14
SAS00465,SA00530,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-04-01
SAS00466,SA00362,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2025-09-14
SAS00467,SA00514,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2024-04-16
SAS00468,SA00659,STD_BB_FTTP,SBB_FTTP,Siebel Broadband FTTP,Broadband,Active,2024-01-18
SAS00469,SA00617,STD_PSTN_LINE,SPSTN_LINE,Siebel PSTN Line,Voice,Active,2024-04-16
SAS00470,SA00738,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-09-07
SAS00471,SA00605,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2025-04-21
SAS00472,SA00045,STD_BB_FTTC,SBB_FTTC,Siebel Broadband FTTC,Broadband,Active,2023-11-26
