css_customer_id,customer_name,customer_status,segment
CSSC00645,Customer 00645,Active,SME
CSSC00646,Customer 00646,Active,Consumer
CSSC00647,Customer 00647,Active,Enterprise
CSSC00648,Customer 00648,Active,SME
CSSC00649,Customer 00649,Active,Enterprise
CSSC00650,Customer 00650,Active,SME
CSSC00651,Customer 00651,Active,Consumer
CSSC00652,Customer 00652,Active,Consumer
CSSC00653,Customer 00653,Inactive,SME
CSSC00654,Customer 00654,Active,SME
CSSC00655,Customer 00655,Active,SME
CSSC00656,Customer 00656,Active,SME
CSSC00657,Customer 00657,Active,Consumer
CSSC00658,Customer 00658,Active,Consumer
CSSC00659,Customer 00659,Active,Consumer
CSSC00660,Customer 00660,Active,Consumer
CSSC00661,Customer 00661,Active,SME
CSSC00662,Customer 00662,Active,SME
CSSC00663,Customer 00663,Active,SME
CSSC00664,Customer 00664,Active,Enterprise
CSSC00665,Customer 00665,Active,Consumer
CSSC00666,Customer 00666,Inactive,SME
CSSC00667,Customer 00667,Active,SME
CSSC00668,Customer 00668,Active,Enterprise
CSSC00669,Customer 00669,Active,Consumer
CSSC00670,Customer 00670,Active,Enterprise
CSSC00671,Customer 00671,Active,Consumer
CSSC00672,Customer 00672,Active,Consumer
CSSC00673,Customer 00673,Active,SME
CSSC00674,Customer 00674,Active,SME
CSSC00675,Customer 00675,Active,Enterprise
CSSC00676,Customer 00676,Active,Enterprise
CSSC00677,Customer 00677,Active,SME
CSSC00678,Customer 00678,Active,Enterprise
CSSC00679,Customer 00679,Active,SME
CSSC00680,Customer 00680,Active,SME
CSSC00681,Customer 00681,Active,Consumer
CSSC00682,Customer 00682,Active,Enterprise
CSSC00683,Customer 00683,Active,Enterprise
CSSC00684,Customer 00684,Active,Consumer
CSSC00685,Customer 00685,Inactive,SME
CSSC00686,Customer 00686,Active,Enterprise
CSSC00687,Customer 00687,Active,Enterprise
CSSC00688,Customer 00688,Active,Consumer
CSSC00689,Customer 00689,Active,Consumer
CSSC00690,Customer 00690,Active,SME
CSSC00691,Customer 00691,Active,Consumer
CSSC00692,Customer 00692,Active,SME
CSSC00693,Customer 00693,Active,Consumer
CSSC00694,Customer 00694,Active,Enterprise
CSSC00695,Customer 00695,Active,Consumer
CSSC00696,Customer 00696,Active,Enterprise
CSSC00697,Customer 00697,Active,Consumer
CSSC00698,Customer 00698,Active,Consumer
CSSC00699,Customer 00699,Active,Consumer
CSSC00700,Customer 00700,Active,SME
CSSC00701,Customer 00701,Active,Consumer
CSSC00702,Customer 00702,Active,Consumer
CSSC00703,Customer 00703,Inactive,SME
CSSC00704,Customer 00704,Active,Enterprise
CSSC00705,Customer 00705,Active,SME
CSSC00706,Customer 00706,Active,SME
CSSC00707,Customer 00707,Active,SME
CSSC00708,Customer 00708,Active,Enterprise
CSSC00709,Customer 00709,Active,Enterprise
CSSC00710,Customer 00710,Active,Enterprise
CSSC00711,Customer 00711,Active,Consumer
CSSC00712,Customer 00712,Active,Enterprise
CSSC00713,Customer 00713,Active,Enterprise
CSSC00714,Customer 00714,Active,Enterprise
CSSC00715,Customer 00715,Active,Consumer
CSSC00716,Customer 00716,Active,Consumer
CSSC00717,Customer 00717,Active,SME
CSSC00718,Customer 00718,Active,Enterprise
CSSC00719,Customer 00719,Active,Enterprise
CSSC00720,Customer 00720,Inactive,Consumer
CSSC00721,Customer 00721,Inactive,SME
CSSC00722,Customer 00722,Active,SME
CSSC00723,Customer 00723,Active,Consumer
CSSC00724,Customer 00724,Active,Consumer
CSSC00725,Customer 00725,Active,Consumer
CSSC00726,Customer 00726,Active,Consumer
CSSC00727,Customer 00727,Inactive,Enterprise
CSSC00728,Customer 00728,Active,SME
CSSC00729,Customer 00729,Active,SME
CSSC00730,Customer 00730,Active,SME
CSSC00731,Customer 00731,Active,Consumer
CSSC00732,Customer 00732,Active,SME
CSSC00733,Customer 00733,Inactive,Enterprise
CSSC00734,Customer 00734,Active,SME
CSSC00735,Customer 00735,Inactive,Consumer
CSSC00736,Customer 00736,Active,SME
CSSC00737,Customer 00737,Active,SME
CSSC00738,Customer 00738,Inactive,SME
CSSC00739,Customer 00739,Inactive,Consumer
CSSC00740,Customer 00740,Active,SME
CSSC00741,Customer 00741,Active,SME
CSSC00742,Customer 00742,Inactive,SME
CSSC00743,Customer 00743,Active,SME
CSSC00744,Customer 00744,Active,Consumer
CSSC00745,Customer 00745,Active,Enterprise
CSSC00746,Customer 00746,Active,SME
CSSC00747,Customer 00747,Active,SME
CSSC00748,Customer 00748,Active,Consumer
CSSC00749,Customer 00749,Active,Consumer
CSSC00750,Customer 00750,Active,Consumer
CSSC00751,Customer 00751,Active,SME
CSSC00752,Customer 00752,Active,Consumer
CSSC00753,Customer 00753,Inactive,Enterprise
CSSC00754,Customer 00754,Active,Consumer
CSSC00755,Customer 00755,Active,Consumer
CSSC00756,Customer 00756,Active,SME
CSSC00757,Customer 00757,Inactive,SME
CSSC00758,Customer 00758,Active,Enterprise
CSSC00759,Customer 00759,Active,Enterprise
CSSC00760,Customer 00760,Active,Consumer
CSSC00761,Customer 00761,Active,SME
CSSC00762,Customer 00762,Active,Enterprise
CSSC00763,Customer 00763,Active,Consumer
CSSC00764,Customer 00764,Active,Consumer
CSSC00765,Customer 00765,Active,SME
CSSC00766,Customer 00766,Active,SME
CSSC00767,Customer 00767,Active,Enterprise
CSSC00768,Customer 00768,Active,Enterprise
CSSC00769,Customer 00769,Active,Enterprise
CSSC00770,Customer 00770,Active,Consumer
CSSC00771,Customer 00771,Active,SME
CSSC00772,Customer 00772,Active,Enterprise
CSSC00773,Customer 00773,Active,SME
CSSC00774,Customer 00774,Active,Enterprise
CSSC00775,Customer 00775,Active,SME
CSSC00776,Customer 00776,Active,Enterprise
CSSC00777,Customer 00777,Active,SME
CSSC00778,Customer 00778,Active,SME
CSSC00779,Customer 00779,Inactive,SME
CSSC00780,Customer 00780,Active,Enterprise
CSSC00781,Customer 00781,Active,SME
CSSC00782,Customer 00782,Active,Consumer
CSSC00783,Customer 00783,Active,SME
CSSC00784,Customer 00784,Active,Consumer
CSSC00785,Customer 00785,Active,Consumer
CSSC00786,Customer 00786,Active,Consumer
CSSC00787,Customer 00787,Active,Enterprise
CSSC00788,Customer 00788,Active,Consumer
CSSC00789,Customer 00789,Active,SME
CSSC00790,Customer 00790,Active,Enterprise
CSSC00791,Customer 00791,Active,SME
CSSC00792,Customer 00792,Active,Enterprise
CSSC00793,Customer 00793,Active,SME
CSSC00794,Customer 00794,Active,Consumer
CSSC00795,Customer 00795,Inactive,Enterprise
CSSC00796,Customer 00796,Inactive,Enterprise
CSSC00797,Customer 00797,Active,SME
CSSC00798,Customer 00798,Inactive,Consumer
CSSC00799,Customer 00799,Active,Enterprise
CSSC00800,Customer 00800,Active,Consumer
CSSC00801,Customer 00801,Active,SME
CSSC00802,Customer 00802,Active,Consumer
CSSC00803,Customer 00803,Active,SME
CSSC00804,Customer 00804,Active,SME
CSSC00805,Customer 00805,Active,SME
CSSC00806,Customer 00806,Active,SME
CSSC00807,Customer 00807,Active,SME
CSSC00808,Customer 00808,Active,Enterprise
CSSC00809,Customer 00809,Active,SME
CSSC00810,Customer 00810,Inactive,Enterprise
CSSC00811,Customer 00811,Active,Consumer
CSSC00812,Customer 00812,Active,Consumer
CSSC00813,Customer 00813,Inactive,SME
CSSC00814,Customer 00814,Active,SME
CSSC00815,Customer 00815,Active,Consumer
CSSC00816,Customer 00816,Active,Enterprise
CSSC00817,Customer 00817,Active,SME
CSSC00818,Customer 00818,Inactive,Enterprise
CSSC00819,Customer 00819,Active,Consumer
CSSC00820,Customer 00820,Active,Enterprise
CSSC00821,Customer 00821,Active,SME
CSSC00822,Customer 00822,Active,SME
CSSC00823,Customer 00823,Active,Consumer
CSSC00824,Customer 00824,Active,Enterprise
CSSC00825,Customer 00825,Active,Consumer
CSSC00826,Customer 00826,Active,Enterprise
CSSC00827,Customer 00827,Active,Enterprise
CSSC00828,Customer 00828,Active,Enterprise
CSSC00829,Customer 00829,Active,Enterprise
CSSC00830,Customer 00830,Inactive,Enterprise
CSSC00831,Customer 00831,Inactive,Consumer
CSSC00832,Customer 00832,Active,Enterprise
CSSC00833,Customer 00833,Active,SME
CSSC00834,Customer 00834,Inactive,Enterprise
CSSC00835,Customer 00835,Active,Enterprise
CSSC00836,Customer 00836,Inactive,SME
CSSC00837,Customer 00837,Active,SME
CSSC00838,Customer 00838,Active,Enterprise
CSSC00839,Customer 00839,Active,Consumer
CSSC00840,Customer 00840,Active,SME
CSSC00841,Customer 00841,Inactive,Enterprise
CSSC00842,Customer 00842,Active,SME
CSSC00843,Customer 00843,Active,Consumer
CSSC00844,Customer 00844,Active,SME
CSSC00845,Customer 00845,Active,Consumer
CSSC00846,Customer 00846,Active,Enterprise
CSSC00847,Customer 00847,Inactive,SME
CSSC00848,Customer 00848,Active,Consumer
CSSC00849,Customer 00849,Active,Consumer
CSSC00850,Customer 00850,Active,SME
CSSC00851,Customer 00851,Active,Consumer
CSSC00852,Customer 00852,Active,Consumer
CSSC00853,Customer 00853,Active,SME
CSSC00854,Customer 00854,Active,Enterprise
CSSC00855,Customer 00855,Inactive,Consumer
CSSC00856,Customer 00856,Active,Enterprise
CSSC00857,Customer 00857,Active,Enterprise
CSSC00858,Customer 00858,Active,Enterprise
CSSC00859,Customer 00859,Active,SME
CSSC00860,Customer 00860,Inactive,Consumer
CSSC00861,Customer 00861,Active,Enterprise
CSSC00862,Customer 00862,Active,Consumer
CSSC00863,Customer 00863,Active,SME
CSSC00864,Customer 00864,Active,SME
CSSC00865,Customer 00865,Active,Enterprise
CSSC00866,Customer 00866,Active,Enterprise
CSSC00867,Customer 00867,Active,SME
CSSC00868,Customer 00868,Active,SME
CSSC00869,Customer 00869,Active,Consumer
CSSC00870,Customer 00870,Inactive,Enterprise
CSSC00871,Customer 00871,Active,Enterprise
CSSC00872,Customer 00872,Active,SME
CSSC00873,Customer 00873,Active,SME
CSSC00874,Customer 00874,Active,Consumer
CSSC00875,Customer 00875,Active,SME
CSSC00876,Customer 00876,Active,Enterprise
CSSC00877,Customer 00877,Active,Enterprise
CSSC00878,Customer 00878,Active,Consumer
CSSC00879,Customer 00879,Active,Consumer
CSSC00880,Customer 00880,Inactive,Consumer
CSSC00881,Customer 00881,Active,SME
CSSC00882,Customer 00882,Inactive,Consumer
CSSC00883,Customer 00883,Active,SME
CSSC00884,Customer 00884,Active,Enterprise
CSSC00885,Customer 00885,Active,Consumer
CSSC00886,Customer 00886,Active,Enterprise
CSSC00887,Customer 00887,Active,Consumer
CSSC00888,Customer 00888,Active,Consumer
CSSC00889,Customer 00889,Active,SME
CSSC00890,Customer 00890,Active,Enterprise
CSSC00891,Customer 00891,Inactive,Enterprise
CSSC00892,Customer 00892,Active,Enterprise
CSSC00893,Customer 00893,Active,Consumer
CSSC00894,Customer 00894,Inactive,Consumer
CSSC00895,Customer 00895,Active,Consumer
CSSC00896,Customer 00896,Active,Enterprise
CSSC00897,Customer 00897,Active,SME
CSSC00898,Customer 00898,Inactive,Enterprise
CSSC00899,Customer 00899,Active,SME
CSSC00900,Customer 00900,Active,SME
CSSC00901,Customer 00901,Active,Enterprise
CSSC00902,Customer 00902,Active,SME
CSSC00903,Customer 00903,Active,Consumer
CSSC00904,Customer 00904,Active,SME
CSSC00905,Customer 00905,Active,Enterprise
CSSC00906,Customer 00906,Active,Enterprise
CSSC00907,Customer 00907,Active,Enterprise
CSSC00908,Customer 00908,Inactive,SME
CSSC00909,Customer 00909,Active,SME
CSSC00910,Customer 00910,Active,Enterprise
CSSC00911,Customer 00911,Active,Consumer
CSSC00912,Customer 00912,Active,Consumer
CSSC00913,Customer 00913,Active,SME
CSSC00914,Customer 00914,Active,Enterprise
CSSC00915,Customer 00915,Inactive,Enterprise
CSSC00916,Customer 00916,Active,Enterprise
CSSC00917,Customer 00917,Active,SME
CSSC00918,Customer 00918,Active,Consumer
CSSC00919,Customer 00919,Active,Consumer
CSSC00920,Customer 00920,Active,Enterprise
CSSC00921,Customer 00921,Active,Enterprise
CSSC00922,Customer 00922,Active,SME
CSSC00923,Customer 00923,Active,Enterprise
CSSC00924,Customer 00924,Active,SME
CSSC00925,Customer 00925,Active,Consumer
CSSC00926,Customer 00926,Active,Enterprise
CSSC00927,Customer 00927,Active,SME
CSSC00928,Customer 00928,Active,SME
CSSC00929,Customer 00929,Active,Consumer
CSSC00930,Customer 00930,Active,SME
CSSC00931,Customer 00931,Active,Consumer
CSSC00932,Customer 00932,Active,SME
CSSC00933,Customer 00933,Inactive,SME
CSSC00934,Customer 00934,Active,SME
CSSC00935,Customer 00935,Inactive,Enterprise
CSSC00936,Customer 00936,Active,SME
CSSC00937,Customer 00937,Active,SME
CSSC00938,Customer 00938,Active,Consumer
CSSC00939,Customer 00939,Inactive,SME
CSSC00940,Customer 00940,Active,Consumer
CSSC00941,Customer 00941,Active,Enterprise
CSSC00942,Customer 00942,Active,Consumer
CSSC00943,Customer 00943,Active,Consumer
CSSC00944,Customer 00944,Inactive,SME
CSSC00945,Customer 00945,Active,Consumer
CSSC00946,Customer 00946,Active,Consumer
CSSC00947,Customer 00947,Active,Consumer
CSSC00948,Customer 00948,Active,SME
CSSC00949,Customer 00949,Active,Enterprise
CSSC00950,Customer 00950,Active,Consumer
CSSC00951,Customer 00951,Active,Enterprise
CSSC00952,Customer 00952,Inactive,Enterprise
CSSC00953,Customer 00953,Active,Enterprise
CSSC00954,Customer 00954,Active,Consumer
CSSC00955,Customer 00955,Active,Consumer
CSSC00956,Customer 00956,Active,SME
CSSC00957,Customer 00957,Active,SME
CSSC00958,Customer 00958,Active,Consumer
CSSC00959,Customer 00959,Active,Consumer
CSSC00960,Customer 00960,Inactive,Enterprise
CSSC00961,Customer 00961,Active,SME
CSSC00962,Customer 00962,Active,SME
CSSC00963,Customer 00963,Active,Consumer
CSSC00964,Customer 00964,Active,Enterprise
CSSC00965,Customer 00965,Inactive,Consumer
CSSC00966,Customer 00966,Active,Consumer
CSSC00967,Customer 00967,Active,Enterprise
CSSC00968,Customer 00968,Active,Consumer
CSSC00969,Customer 00969,Active,Consumer
CSSC00970,Customer 00970,Active,Enterprise
CSSC00971,Customer 00971,Active,Consumer
CSSC00972,Customer 00972,Active,Enterprise
CSSC00973,Customer 00973,Active,SME
CSSC00974,Customer 00974,Active,Enterprise
CSSC00975,Customer 00975,Active,Enterprise
CSSC00976,Customer 00976,Active,Consumer
CSSC00977,Customer 00977,Active,Consumer
CSSC00978,Customer 00978,Active,Consumer
CSSC00979,Customer 00979,Active,SME
CSSC00980,Customer 00980,Active,Enterprise
CSSC00981,Customer 00981,Active,Consumer
CSSC00982,Customer 00982,Active,Enterprise
CSSC00983,Customer 00983,Active,Enterprise
CSSC00984,Customer 00984,Active,Consumer
CSSC00985,Customer 00985,Active,Consumer
CSSC00986,Customer 00986,Active,SME
CSSC00987,Customer 00987,Active,SME
CSSC00988,Customer 00988,Active,Consumer
CSSC00989,Customer 00989,Active,Consumer
CSSC00990,Customer 00990,Active,Enterprise
CSSC00991,Customer 00991,Active,Consumer
CSSC00992,Customer 00992,Active,Enterprise
CSSC00993,Customer 00993,Active,Enterprise
CSSC00994,Customer 00994,Active,Enterprise
CSSC00995,Customer 00995,Active,Consumer
CSSC00996,Customer 00996,Active,Enterprise
CSSC00997,Customer 00997,Active,SME
CSSC00998,Customer 00998,Active,Consumer
CSSC00999,Customer 00999,Active,Consumer
CSSC01000,Customer 01000,Active,Enterprise
