billing_product_id,billing_account_id,product_instance_id,standard_product_code,billing_product_code,billing_product_name,product_family,billing_status,monthly_charge
BP00227,BA00270,SAS00227,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,18.85
BP00228,BA00129,SAS00228,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,166.23
BP00229,BA00764,ORPHAN_AS00229,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,115.48
BP00230,BA00387,SAS00230,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,66.67
BP00231,BA00979,SAS00231,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,206.8
BP00232,BA00515,SAS00232,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,46.94
BP00233,BA00424,SAS00233,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,99.71
BP00234,BA00784,SAS00234,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,232.91
BP00235,BA00567,SAS00235,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,143.92
BP00236,BA00706,SAS00236,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,165.11
BP00237,BA00928,SAS00237,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,248.92
BP00238,BA00666,SAS00238,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,234.34
BP00239,BA00639,SAS00239,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,41.13
BP00240,BA00034,SAS00240,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,215.6
BP00241,BA00565,SAS00241,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,63.37
BP00242,BA00991,SAS00242,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,125.64
BP00243,BA00804,SAS00243,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,19.76
BP00244,BA00291,SAS00244,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,170.81
BP00245,BA00932,SAS00245,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,74.04
BP00246,BA00016,SAS00246,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,201.4
BP00247,BA00760,SAS00247,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,95.74
BP00248,BA00248,SAS00248,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,108.8
BP00249,BA00053,SAS00249,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,152.06
BP00250,BA00746,SAS00250,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,227.77
BP00251,BA00102,SAS00251,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,47.31
BP00252,BA00402,SAS00252,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,163.54
BP00253,BA00972,SAS00253,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,39.64
BP00254,BA00789,ORPHAN_AS00254,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,24.45
BP00255,BA00081,SAS00255,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,23.87
BP00256,BA00650,SAS00256,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,101.08
BP00257,BA00305,SAS00257,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,212.99
BP00258,BA00388,SAS00258,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,170.95
BP00259,BA00643,SAS00259,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,246.47
BP00260,BA00950,SAS00260,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,42.84
BP00261,BA00096,SAS00261,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,213.95
BP00262,BA00104,SAS00262,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,23.09
BP00263,BA00079,SAS00263,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,115.42
BP00264,BA00462,SAS00264,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,59.72
BP00265,BA00581,SAS00265,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,216.32
BP00266,BA00356,SAS00266,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,160.45
BP00267,BA00760,SAS00267,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,46.21
BP00268,BA00531,SAS00268,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,53.34
BP00269,BA00223,SAS00269,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,50.15
BP00270,BA00130,SAS00270,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,129.73
BP00271,BA00565,SAS00271,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,126.35
BP00272,BA00970,SAS00272,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,62.79
BP00273,BA00909,SAS00273,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,241.15
BP00274,BA00602,SAS00274,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,202.23
BP00275,BA00905,SAS00275,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,156.35
BP00276,BA00111,SAS00276,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,117.6
BP00277,BA00648,SAS00277,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,122.26
BP00278,BA00260,SAS00278,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,86.09
BP00279,BA00989,SAS00279,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,110.41
BP00280,BA00440,SAS00280,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,101.0
BP00281,BA00381,SAS00281,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,90.95
BP00282,BA00735,SAS00282,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,125.97
BP00283,BA00576,SAS00283,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,83.8
BP00284,BA00575,SAS00284,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,159.03
BP00285,BA00077,SAS00285,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,167.93
BP00286,BA00833,SAS00286,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,63.73
BP00287,BA00282,SAS00287,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,46.79
BP00288,BA00393,SAS00288,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,22.93
BP00289,BA00590,SAS00289,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,229.5
BP00290,BA00413,SAS00290,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,141.76
BP00291,BA00017,SAS00291,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,40.07
BP00292,BA00282,SAS00292,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,98.23
BP00293,BA00506,SAS00293,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,109.25
BP00294,BA00870,SAS00294,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,229.23
BP00295,BA00106,SAS00295,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,29.1
BP00296,BA00331,SAS00296,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,186.03
BP00297,BA00742,ORPHAN_AS00297,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,103.58
BP00298,BA00957,SAS00298,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,30.18
BP00299,BA00050,ORPHAN_AS00299,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,35.41
BP00300,BA00832,SAS00300,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,180.09
BP00301,BA00123,SAS00301,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,217.96
BP00302,BA00990,SAS00302,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,165.76
BP00303,BA00247,SAS00303,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,171.41
BP00304,BA00749,SAS00304,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,39.3
BP00305,BA00362,SAS00305,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,220.51
BP00306,BA00211,SAS00306,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,35.43
BP00307,BA00687,SAS00307,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,207.89
BP00308,BA00214,SAS00308,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,194.69
BP00309,BA00968,SAS00309,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,123.33
BP00310,BA00937,SAS00310,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,230.67
BP00311,BA00636,SAS00311,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,198.96
BP00312,BA00169,SAS00312,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,238.75
BP00313,BA00473,SAS00313,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,190.85
BP00314,BA00192,SAS00314,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,128.49
BP00315,BA00122,SAS00315,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,37.5
BP00316,BA00515,SAS00316,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,95.43
BP00317,BA00051,SAS00317,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,187.82
BP00318,BA00413,SAS00318,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,82.01
BP00319,BA00112,SAS00319,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,167.95
BP00320,BA00055,SAS00320,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,151.45
BP00321,BA00283,SAS00321,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,161.89
BP00322,BA00104,SAS00322,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,209.18
BP00323,BA00176,SAS00323,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,98.65
BP00324,BA00752,SAS00324,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,60.94
BP00325,BA00757,SAS00325,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,228.35
BP00326,BA00072,SAS00326,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,95.06
BP00327,BA00683,SAS00327,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,95.5
BP00328,BA00079,SAS00328,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,194.38
BP00329,BA00486,SAS00329,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,131.29
BP00330,BA00839,SAS00330,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,175.77
BP00331,BA00516,SAS00331,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,52.01
BP00332,BA00754,SAS00332,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,131.83
BP00333,BA00680,SAS00333,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,102.52
BP00334,BA00728,SAS00334,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,138.14
BP00335,BA00864,SAS00335,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,44.16
BP00336,BA00022,SAS00336,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,113.19
BP00337,BA00366,SAS00337,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,74.69
BP00338,BA00369,SAS00338,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,38.71
BP00339,BA00111,SAS00339,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,221.5
BP00340,BA00461,SAS00340,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,221.25
BP00341,BA00358,SAS00341,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,108.72
BP00342,BA00317,SAS00342,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,152.45
BP00343,BA00126,SAS00343,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,123.57
BP00344,BA00296,SAS00344,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,19.93
BP00345,BA00698,SAS00345,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,242.27
BP00346,BA00311,SAS00346,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,32.99
BP00347,BA00223,SAS00347,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,155.59
BP00348,BA00441,SAS00348,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,211.51
BP00349,BA00900,SAS00349,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,217.29
BP00350,BA00159,SAS00350,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,183.46
BP00351,BA00443,SAS00351,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,36.73
BP00352,BA00364,SAS00352,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,175.41
BP00353,BA00926,SAS00353,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,78.61
BP00354,BA00578,SAS00354,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,221.22
BP00355,BA00787,SAS00355,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,49.48
BP00356,BA00088,SAS00356,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,233.09
BP00357,BA00802,SAS00357,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,119.36
BP00358,BA00321,SAS00358,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,176.96
BP00359,BA00478,SAS00359,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,113.18
BP00360,BA00981,SAS00360,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,38.52
BP00361,BA00806,SAS00361,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,136.83
BP00362,BA00580,SAS00362,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,30.42
BP00363,BA00687,SAS00363,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,205.34
BP00364,BA00056,SAS00364,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,80.68
BP00365,BA00609,SAS00365,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,85.41
BP00366,BA00063,SAS00366,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,153.63
BP00367,BA00719,SAS00367,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,51.44
BP00368,BA00229,SAS00368,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,166.4
BP00369,BA00737,SAS00369,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,19.5
BP00370,BA00118,SAS00370,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,53.5
BP00371,BA00254,SAS00371,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,127.91
BP00372,BA00057,SAS00372,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,87.58
BP00373,BA00241,SAS00373,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,144.84
BP00374,BA00880,SAS00374,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,46.58
BP00375,BA00146,ORPHAN_AS00375,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,170.53
BP00376,BA00560,SAS00376,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,129.47
BP00377,BA00603,SAS00377,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,172.91
BP00378,BA00110,SAS00378,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,206.73
BP00379,BA00124,SAS00379,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,20.56
BP00380,BA00915,SAS00380,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,121.12
BP00381,BA00143,SAS00381,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,185.75
BP00382,BA00367,SAS00382,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,217.76
BP00383,BA00538,SAS00383,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,32.56
BP00384,BA00737,SAS00384,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,124.6
BP00385,BA00804,SAS00385,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,88.28
BP00386,BA00661,SAS00386,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,241.31
BP00387,BA00726,SAS00387,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,197.89
BP00388,BA00332,SAS00388,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,152.73
BP00389,BA00070,SAS00389,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,215.67
BP00390,BA00109,ORPHAN_AS00390,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,175.6
BP00391,BA00791,SAS00391,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,187.97
BP00392,BA00179,SAS00392,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,107.11
BP00393,BA00064,SAS00393,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,44.56
BP00394,BA00782,ORPHAN_AS00394,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,164.46
BP00395,BA00111,SAS00395,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,105.61
BP00396,BA00205,SAS00396,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,131.94
BP00397,BA00760,SAS00397,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,206.81
BP00398,BA00597,SAS00398,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,240.68
BP00399,BA00144,ORPHAN_AS00399,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,101.42
BP00400,BA00074,SAS00400,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,176.31
BP00401,BA00541,SAS00401,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,211.12
BP00402,BA00361,SAS00402,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,226.74
BP00403,BA00450,SAS00403,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,105.26
BP00404,BA00802,ORPHAN_AS00404,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,41.41
BP00405,BA00554,ORPHAN_AS00405,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,69.97
BP00406,BA00258,SAS00406,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,101.03
BP00407,BA00295,SAS00407,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,151.48
BP00408,BA00513,SAS00408,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,161.53
BP00409,BA00597,SAS00409,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,230.83
BP00410,BA00347,ORPHAN_AS00410,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,64.52
BP00411,BA00210,ORPHAN_AS00411,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,188.26
BP00412,BA00900,SAS00412,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,132.5
BP00413,BA00625,SAS00413,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,195.61
BP00414,BA00973,SAS00414,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,189.52
BP00415,BA00491,SAS00415,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,80.76
BP00416,BA00520,ORPHAN_AS00416,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,99.26
BP00417,BA00898,SAS00417,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Ceased,22.97
BP00418,BA00831,SAS00418,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,159.09
BP00419,BA00019,SAS00419,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,30.1
BP00420,BA00441,SAS00420,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,145.49
BP00421,BA00631,SAS00421,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,103.31
BP00422,BA00060,SAS00422,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,39.34
BP00423,BA00771,SAS00423,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,202.02
BP00424,BA00016,SAS00424,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,75.98
BP00425,BA00450,ORPHAN_AS00425,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,28.14
BP00426,BA00251,SAS00426,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Ceased,48.09
BP00427,BA00673,SAS00427,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,76.05
BP00428,BA00753,SAS00428,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,226.25
BP00429,BA00310,SAS00429,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,199.01
BP00430,BA00540,SAS00430,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,91.98
BP00431,BA00355,SAS00431,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Suspended,181.68
BP00432,BA00209,SAS00432,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Suspended,213.21
BP00433,BA00567,SAS00433,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,104.39
BP00434,BA00241,SAS00434,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,168.78
BP00435,BA00511,SAS00435,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,80.71
BP00436,BA00989,SAS00436,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,82.75
BP00437,BA00884,SAS00437,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,121.01
BP00438,BA00676,SAS00438,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,30.12
BP00439,BA00357,SAS00439,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,229.13
BP00440,BA00849,SAS00440,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Suspended,205.98
BP00441,BA00350,SAS00441,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Inactive,162.2
BP00442,BA00951,SAS00442,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Inactive,31.25
BP00443,BA00739,SAS00443,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Ceased,84.68
BP00444,BA00435,SAS00444,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,149.85
BP00445,BA00391,SAS00445,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,248.29
BP00446,BA00288,SAS00446,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Inactive,238.62
BP00447,BA00556,SAS00447,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,150.49
BP00448,BA00276,SAS00448,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,199.52
BP00449,BA00128,SAS00449,STD_BB_FTTC,ABB_FTTC,Antillia Broadband FTTC,Broadband,Active,171.3
BP00450,BA00455,SAS00450,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,120.06
BP00451,BA00492,SAS00451,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,147.13
BP00452,BA00082,SAS00452,STD_PSTN_LINE,APSTN_LINE,Antillia PSTN Line,Voice,Active,159.6
BP00453,BA00185,ORPHAN_AS00453,STD_BB_FTTP,ABB_FTTP,Antillia Broadband FTTP,Broadband,Active,200.52
