account_id,customer_name,account_status,segment
SA00706,Customer 00706,Active,SME
SA00707,Customer 00707,Active,Consumer
SA00708,Customer 00708,Active,Enterprise
SA00709,Customer 00709,Active,Consumer
SA00710,Customer 00710,Active,Enterprise
SA00711,Customer 00711,Active,Consumer
SA00712,Customer 00712,Active,Consumer
SA00713,Customer 00713,Active,Enterprise
SA00714,Customer 00714,Active,SME
SA00715,Customer 00715,Active,SME
SA00716,Customer 00716,Active,SME
SA00717,Customer 00717,Active,SME
SA00718,Customer 00718,Active,Enterprise
SA00719,Customer 00719,Active,Enterprise
SA00720,Customer 00720,Inactive,Consumer
SA00721,Customer 00721,Active,Consumer
SA00722,Customer 00722,Active,Enterprise
SA00723,Customer 00723,Active,Consumer
SA00724,Customer 00724,Active,SME
SA00725,Customer 00725,Active,Consumer
SA00726,Customer 00726,Active,Consumer
SA00727,Customer 00727,Active,Enterprise
SA00728,Customer 00728,Active,Enterprise
SA00729,Customer 00729,Active,SME
SA00730,Customer 00730,Active,Enterprise
SA00731,Customer 00731,Active,Consumer
SA00732,Customer 00732,Active,SME
SA00733,Customer 00733,Active,Enterprise
SA00734,Customer 00734,Active,Enterprise
SA00735,Customer 00735,Active,Enterprise
SA00736,Customer 00736,Active,Enterprise
SA00737,Customer 00737,Active,SME
SA00738,Customer 00738,Active,Enterprise
SA00739,Customer 00739,Active,Enterprise
SA00740,Customer 00740,Active,Enterprise
SA00741,Customer 00741,Active,SME
SA00742,Customer 00742,Active,SME
SA00743,Customer 00743,Active,SME
SA00744,Customer 00744,Active,SME
SA00745,Customer 00745,Active,SME
SA00746,Customer 00746,Active,Consumer
SA00747,Customer 00747,Active,SME
SA00748,Customer 00748,Active,Consumer
SA00749,Customer 00749,Active,Enterprise
SA00750,Customer 00750,Active,Enterprise
SA00751,Customer 00751,Active,Enterprise
SA00752,Customer 00752,Active,SME
SA00753,Customer 00753,Inactive,Enterprise
SA00754,Customer 00754,Active,SME
SA00755,Customer 00755,Active,Enterprise
SA00756,Customer 00756,Active,Consumer
SA00757,Customer 00757,Active,SME
SA00758,Customer 00758,Inactive,Consumer
SA00759,Customer 00759,Active,Consumer
SA00760,Customer 00760,Active,Enterprise
SA00761,Customer 00761,Active,SME
SA00762,Customer 00762,Active,Enterprise
SA00763,Customer 00763,Active,SME
SA00764,Customer 00764,Inactive,SME
SA00765,Customer 00765,Active,SME
SA00766,Customer 00766,Active,Consumer
SA00767,Customer 00767,Active,Enterprise
SA00768,Customer 00768,Active,SME
SA00769,Customer 00769,Active,Enterprise
SA00770,Customer 00770,Active,SME
SA00771,Customer 00771,Active,Enterprise
SA00772,Customer 00772,Inactive,Enterprise
SA00773,Customer 00773,Active,SME
SA00774,Customer 00774,Active,Enterprise
SA00775,Customer 00775,Active,SME
SA00776,Customer 00776,Active,Enterprise
SA00777,Customer 00777,Active,SME
SA00778,Customer 00778,Active,Enterprise
SA00779,Customer 00779,Inactive,SME
SA00780,Customer 00780,Active,Enterprise
SA00781,Customer 00781,Active,Consumer
SA00782,Customer 00782,Active,Enterprise
SA00783,Customer 00783,Inactive,Enterprise
SA00784,Customer 00784,Active,Enterprise
SA00785,Customer 00785,Active,SME
SA00786,Customer 00786,Active,SME
SA00787,Customer 00787,Active,Consumer
SA00788,Customer 00788,Active,SME
SA00789,Customer 00789,Active,Consumer
SA00790,Customer 00790,Active,SME
SA00791,Customer 00791,Active,Consumer
SA00792,Customer 00792,Active,Enterprise
SA00793,Customer 00793,Active,Enterprise
SA00794,Customer 00794,Active,SME
SA00795,Customer 00795,Active,Enterprise
SA00796,Customer 00796,Active,SME
SA00797,Customer 00797,Active,Consumer
SA00798,Customer 00798,Active,Enterprise
SA00799,Customer 00799,Active,Consumer
SA00800,Customer 00800,Active,Consumer
SA00801,Customer 00801,Active,Enterprise
SA00802,Customer 00802,Active,SME
SA00803,Customer 00803,Active,Enterprise
SA00804,Customer 00804,Active,Consumer
SA00805,Customer 00805,Active,SME
SA00806,Customer 00806,Inactive,SME
SA00807,Customer 00807,Inactive,Consumer
SA00808,Customer 00808,Active,Enterprise
SA00809,Customer 00809,Inactive,SME
SA00810,Customer 00810,Active,SME
SA00811,Customer 00811,Active,SME
SA00812,Customer 00812,Inactive,Consumer
SA00813,Customer 00813,Active,Consumer
SA00814,Customer 00814,Active,Consumer
SA00815,Customer 00815,Active,SME
SA00816,Customer 00816,Active,Consumer
SA00817,Customer 00817,Active,Enterprise
SA00818,Customer 00818,Active,SME
SA00819,Customer 00819,Active,Consumer
SA00820,Customer 00820,Active,Enterprise
SA00821,Customer 00821,Active,SME
SA00822,Customer 00822,Active,Consumer
SA00823,Customer 00823,Active,SME
SA00824,Customer 00824,Inactive,SME
SA00825,Customer 00825,Active,Enterprise
SA00826,Customer 00826,Active,SME
SA00827,Customer 00827,Inactive,SME
SA00828,Customer 00828,Active,SME
SA00829,Customer 00829,Inactive,Enterprise
SA00830,Customer 00830,Active,Consumer
SA00831,Customer 00831,Active,SME
SA00832,Customer 00832,Inactive,SME
SA00833,Customer 00833,Active,Consumer
SA00834,Customer 00834,Active,SME
SA00835,Customer 00835,Active,Consumer
SA00836,Customer 00836,Inactive,Consumer
SA00837,Customer 00837,Active,Consumer
SA00838,Customer 00838,Active,Enterprise
SA00839,Customer 00839,Active,SME
SA00840,Customer 00840,Active,SME
SA00841,Customer 00841,Active,Consumer
SA00842,Customer 00842,Active,SME
SA00843,Customer 00843,Active,Enterprise
SA00844,Customer 00844,Active,Consumer
SA00845,Customer 00845,Active,SME
SA00846,Customer 00846,Active,Consumer
SA00847,Customer 00847,Active,Enterprise
SA00848,Customer 00848,Active,Consumer
SA00849,Customer 00849,Active,Consumer
SA00850,Customer 00850,Active,Consumer
SA00851,Customer 00851,Active,Consumer
SA00852,Customer 00852,Active,Consumer
SA00853,Customer 00853,Active,SME
SA00854,Customer 00854,Active,Enterprise
SA00855,Customer 00855,Active,Enterprise
SA00856,Customer 00856,Active,SME
SA00857,Customer 00857,Active,Consumer
SA00858,Customer 00858,Active,SME
SA00859,Customer 00859,Active,Consumer
SA00860,Customer 00860,Active,Consumer
SA00861,Customer 00861,Active,Enterprise
SA00862,Customer 00862,Active,Consumer
SA00863,Customer 00863,Active,Enterprise
SA00864,Customer 00864,Active,Consumer
SA00865,Customer 00865,Active,Enterprise
SA00866,Customer 00866,Active,Enterprise
SA00867,Customer 00867,Active,Enterprise
SA00868,Customer 00868,Active,Enterprise
SA00869,Customer 00869,Active,Consumer
SA00870,Customer 00870,Active,Consumer
SA00871,Customer 00871,Active,SME
SA00872,Customer 00872,Active,Consumer
SA00873,Customer 00873,Active,Consumer
SA00874,Customer 00874,Active,SME
SA00875,Customer 00875,Inactive,Enterprise
SA00876,Customer 00876,Active,Enterprise
SA00877,Customer 00877,Active,Consumer
SA00878,Customer 00878,Active,Consumer
SA00879,Customer 00879,Active,Consumer
SA00880,Customer 00880,Active,SME
SA00881,Customer 00881,Active,SME
SA00882,Customer 00882,Active,SME
SA00883,Customer 00883,Active,SME
SA00884,Customer 00884,Active,Consumer
SA00885,Customer 00885,Active,SME
SA00886,Customer 00886,Active,Enterprise
SA00887,Customer 00887,Active,Consumer
SA00888,Customer 00888,Active,Consumer
SA00889,Customer 00889,Active,Consumer
SA00890,Customer 00890,Active,SME
SA00891,Customer 00891,Active,SME
SA00892,Customer 00892,Active,SME
SA00893,Customer 00893,Active,Enterprise
SA00894,Customer 00894,Active,Enterprise
SA00895,Customer 00895,Active,SME
SA00896,Customer 00896,Active,SME
SA00897,Customer 00897,Active,SME
SA00898,Customer 00898,Active,Consumer
SA00899,Customer 00899,Active,Enterprise
SA00900,Customer 00900,Active,Enterprise
SA00901,Customer 00901,Active,Enterprise
SA00902,Customer 00902,Active,Consumer
SA00903,Customer 00903,Active,Enterprise
SA00904,Customer 00904,Active,SME
SA00905,Customer 00905,Active,Consumer
SA00906,Customer 00906,Active,Enterprise
SA00907,Customer 00907,Active,SME
SA00908,Customer 00908,Inactive,Consumer
SA00909,Customer 00909,Active,Enterprise
SA00910,Customer 00910,Active,SME
SA00911,Customer 00911,Active,Consumer
SA00912,Customer 00912,Active,Enterprise
SA00913,Customer 00913,Active,SME
SA00914,Customer 00914,Active,Consumer
SA00915,Customer 00915,Inactive,Consumer
SA00916,Customer 00916,Active,SME
SA00917,Customer 00917,Active,Enterprise
SA00918,Customer 00918,Active,SME
SA00919,Customer 00919,Active,Consumer
SA00920,Customer 00920,Inactive,SME
SA00921,Customer 00921,Active,SME
SA00922,Customer 00922,Active,Consumer
SA00923,Customer 00923,Active,SME
SA00924,Customer 00924,Active,Enterprise
SA00925,Customer 00925,Active,Consumer
SA00926,Customer 00926,Active,SME
SA00927,Customer 00927,Active,Enterprise
SA00928,Customer 00928,Active,Enterprise
SA00929,Customer 00929,Active,SME
SA00930,Customer 00930,Active,Enterprise
SA00931,Customer 00931,Active,Enterprise
SA00932,Customer 00932,Active,SME
SA00933,Customer 00933,Active,Consumer
SA00934,Customer 00934,Inactive,Consumer
SA00935,Customer 00935,Active,SME
SA00936,Customer 00936,Active,Enterprise
SA00937,Customer 00937,Active,SME
SA00938,Customer 00938,Active,Enterprise
SA00939,Customer 00939,Active,Consumer
SA00940,Customer 00940,Active,SME
SA00941,Customer 00941,Inactive,Enterprise
SA00942,Customer 00942,Active,SME
SA00943,Customer 00943,Active,Enterprise
SA00944,Customer 00944,Active,SME
SA00945,Customer 00945,Active,SME
SA00946,Customer 00946,Active,Enterprise
SA00947,Customer 00947,Active,Enterprise
SA00948,Customer 00948,Active,Consumer
SA00949,Customer 00949,Active,Consumer
SA00950,Customer 00950,Active,Consumer
SA00951,Customer 00951,Active,Enterprise
SA00952,Customer 00952,Active,Consumer
SA00953,Customer 00953,Active,Enterprise
SA00954,Customer 00954,Active,Enterprise
SA00955,Customer 00955,Active,Consumer
SA00956,Customer 00956,Active,Enterprise
SA00957,Customer 00957,Inactive,SME
SA00958,Customer 00958,Active,SME
SA00959,Customer 00959,Active,Consumer
SA00960,Customer 00960,Active,Consumer
SA00961,Customer 00961,Active,Enterprise
SA00962,Customer 00962,Active,Enterprise
SA00963,Customer 00963,Active,Enterprise
SA00964,Customer 00964,Active,Enterprise
SA00965,Customer 00965,Active,Consumer
SA00966,Customer 00966,Active,Enterprise
SA00967,Customer 00967,Active,SME
SA00968,Customer 00968,Active,Enterprise
SA00969,Customer 00969,Active,Enterprise
SA00970,Customer 00970,Active,Enterprise
SA00971,Customer 00971,Active,Enterprise
SA00972,Customer 00972,Inactive,SME
SA00973,Customer 00973,Active,Enterprise
SA00974,Customer 00974,Active,SME
SA00975,Customer 00975,Active,Consumer
SA00976,Customer 00976,Active,SME
SA00977,Customer 00977,Active,Consumer
SA00978,Customer 00978,Active,Consumer
SA00979,Customer 00979,Active,Enterprise
SA00980,Customer 00980,Active,SME
SA00981,Customer 00981,Inactive,Consumer
SA00982,Customer 00982,Active,Enterprise
SA00983,Customer 00983,Active,SME
SA00984,Customer 00984,Active,Consumer
SA00985,Customer 00985,Active,Consumer
SA00986,Customer 00986,Active,Consumer
SA00987,Customer 00987,Active,SME
SA00988,Customer 00988,Active,SME
SA00989,Customer 00989,Active,Consumer
SA00990,Customer 00990,Active,Enterprise
SA00991,Customer 00991,Active,Consumer
SA00992,Customer 00992,Active,SME
SA00993,Customer 00993,Inactive,SME
SA00994,Customer 00994,Active,SME
SA00995,Customer 00995,Active,Consumer
SA00996,Customer 00996,Inactive,Enterprise
SA00997,Customer 00997,Active,Consumer
SA00998,Customer 00998,Active,SME
SA00999,Customer 00999,Active,SME
SA01000,Customer 01000,Active,Enterprise
